id;title__en;description__en;icon;tags;props__url;props__scheme;props__osi_approved
lgpl-2.1-or-later;GNU Lesser General Public License v2.1 or later;;;all,software;https://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html;spdx;y
lgpl-3.0-only;GNU Lesser General Public License v3.0 only;;;all,software;https://www.gnu.org/licenses/lgpl-3.0-standalone.html;spdx;y
lgpl-3.0-or-later;GNU Lesser General Public License v3.0 or later;Permissions of this copyleft license are conditioned on making available complete source code of licensed works and modifications under the same license or the GNU GPLv3. Copyright and license notices must be preserved. Contributors provide an express grant of patent rights. However, a larger work using the licensed work through interfaces provided by the licensed work may be distributed under different terms and without source code for the larger work.;;all,software;https://www.gnu.org/licenses/lgpl-3.0-standalone.html;spdx;y
lgpllr;Lesser General Public License For Linguistic Resources;;;all,software;http://www-igm.univ-mlv.fr/~unitex/lgpllr.html;spdx;
lpl-1.0;Lucent Public License Version 1.0;;;all,software;https://opensource.org/licenses/LPL-1.0;spdx;y
lpl-1.02;Lucent Public License v1.02;;;all,software;http://plan9.bell-labs.com/plan9/license.html;spdx;y
lppl-1.0;LaTeX Project Public License v1.0;;;all,software;http://www.latex-project.org/lppl/lppl-1-0.txt;spdx;
lppl-1.1;LaTeX Project Public License v1.1;;;all,software;http://www.latex-project.org/lppl/lppl-1-1.txt;spdx;
lppl-1.2;LaTeX Project Public License v1.2;;;all,software;http://www.latex-project.org/lppl/lppl-1-2.txt;spdx;
lppl-1.3a;LaTeX Project Public License v1.3a;;;all,software;http://www.latex-project.org/lppl/lppl-1-3a.txt;spdx;
lppl-1.3c;LaTeX Project Public License v1.3c;;;all,software;http://www.latex-project.org/lppl/lppl-1-3c.txt;spdx;y
latex2e;Latex2e License;;;all;https://fedoraproject.org/wiki/Licensing/Latex2e;spdx;
leptonica;Leptonica License;;;all;https://fedoraproject.org/wiki/Licensing/Leptonica;spdx;
liliq-p-1.1;Licence Libre du Québec – Permissive version 1.1;;;all;https://forge.gouv.qc.ca/licence/fr/liliq-v1-1/;spdx;y
liliq-r-1.1;Licence Libre du Québec – Réciprocité version 1.1;;;all;https://www.forge.gouv.qc.ca/participez/licence-logicielle/licence-libre-du-quebec-liliq-en-francais/licence-libre-du-quebec-reciprocite-liliq-r-v1-1/;spdx;y
liliq-rplus-1.1;Licence Libre du Québec – Réciprocité forte version 1.1;;;all;https://www.forge.gouv.qc.ca/participez/licence-logicielle/licence-libre-du-quebec-liliq-en-francais/licence-libre-du-quebec-reciprocite-forte-liliq-r-v1-1/;spdx;y
libpng;libpng License;;;all,software;http://www.libpng.org/pub/png/src/libpng-LICENSE.txt;spdx;
linux-openib;Linux Kernel Variant of OpenIB.org license;;;all;https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/tree/drivers/infiniband/core/sa.h;spdx;
mit;MIT License;A short and simple permissive license with conditions only requiring preservation of copyright and license notices. Licensed works, modifications, and larger works may be distributed under different terms and without source code.;;recommended,all,software;https://opensource.org/licenses/MIT;spdx;y
mit-0;MIT No Attribution;;;all,software;https://github.com/aws/mit-0;spdx;y
mit-cmu;CMU License;;;all,software;https://fedoraproject.org/wiki/Licensing:MIT?rd=Licensing/MIT#CMU_Style;spdx;
mit-advertising;Enlightenment License (e16);;;all,software;https://fedoraproject.org/wiki/Licensing/MIT_With_Advertising;spdx;
mit-enna;enna License;;;all,software;https://fedoraproject.org/wiki/Licensing/MIT#enna;spdx;
mit-feh;feh License;;;all,software;https://fedoraproject.org/wiki/Licensing/MIT#feh;spdx;
mit-open-group;MIT Open Group variant;;;all,software;https://gitlab.freedesktop.org/xorg/app/iceauth/-/blob/master/COPYING;spdx;
mitnfa;MIT +no-false-attribs license;;;all,software;https://fedoraproject.org/wiki/Licensing/MITNFA;spdx;
mpl-1.0;Mozilla Public License 1.0;;;all,software;http://www.mozilla.org/MPL/MPL-1.0.html;spdx;y
mpl-1.1;Mozilla Public License 1.1;;;all,software;http://www.mozilla.org/MPL/MPL-1.1.html;spdx;y
mpl-2.0;Mozilla Public License 2.0;;;all,software;http://www.mozilla.org/MPL/2.0/;spdx;y
mpl-2.0-no-copyleft-exception;Mozilla Public License 2.0 (no copyleft exception);;;all,software;http://www.mozilla.org/MPL/2.0/;spdx;y
ms-pl;Microsoft Public License;;;all,software;http://www.microsoft.com/opensource/licenses.mspx;spdx;y
ms-rl;Microsoft Reciprocal License;;;all,software;http://www.microsoft.com/opensource/licenses.mspx;spdx;y
mtll;Matrix Template Library License;;;all;https://fedoraproject.org/wiki/Licensing/Matrix_Template_Library_License;spdx;
makeindex;MakeIndex License;;;all;https://fedoraproject.org/wiki/Licensing/MakeIndex;spdx;
miros;The MirOS Licence;;;all,software;https://opensource.org/licenses/MirOS;spdx;y
motosoto;Motosoto License;;;all,software;https://opensource.org/licenses/Motosoto;spdx;y
mulanpsl-1.0;Mulan Permissive Software License, Version 1;;;all;https://license.coscl.org.cn/MulanPSL/;spdx;
mulanpsl-2.0;Mulan Permissive Software License, Version 2;;;all;https://license.coscl.org.cn/MulanPSL2/;spdx;y
multics;Multics License;;;all,software;https://opensource.org/licenses/Multics;spdx;y
mup;Mup License;;;all;https://fedoraproject.org/wiki/Licensing/Mup;spdx;
nasa-1.3;NASA Open Source Agreement 1.3;;;all,software;http://ti.arc.nasa.gov/opensource/nosa/;spdx;y
nbpl-1.0;Net Boolean Public License v1;;;all;"http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=37b4b3f6cc4bf34e1d3dec61e69914b9819d8894";spdx;
ncgl-uk-2.0;Non-Commercial Government Licence;;;all;https://github.com/spdx/license-list-XML/blob/master/src/Apache-2.0.xml;spdx;
ncsa;University of Illinois/NCSA Open Source License;;;all,software;http://otm.illinois.edu/uiuc_openSource;spdx;y
ngpl;Nethack General Public License;;;all,software;https://opensource.org/licenses/NGPL;spdx;y
nist-pd;NIST Public Domain Notice;;;all;https://github.com/tcheneau/simpleRPL/blob/e645e69e38dd4e3ccfeceb2db8cba05b7c2e0cd3/LICENSE.txt;spdx;
nist-pd-fallback;NIST Public Domain Notice with license fallback;;;all;https://github.com/usnistgov/jsip/blob/59700e6926cbe96c5cdae897d9a7d2656b42abe3/LICENSE;spdx;
nlod-1.0;Norwegian Licence for Open Government Data;;;all;http://data.norge.no/nlod/en/1.0;spdx;
nlpl;No Limit Public License;;;all;https://fedoraproject.org/wiki/Licensing/NLPL;spdx;
nosl;Netizen Open Source License;;;all,software;http://bits.netizen.com.au/licenses/NOSL/nosl.txt;spdx;
npl-1.0;Netscape Public License v1.0;;;all;http://www.mozilla.org/MPL/NPL/1.0/;spdx;
npl-1.1;Netscape Public License v1.1;;;all;http://www.mozilla.org/MPL/NPL/1.1/;spdx;
nposl-3.0;Non-Profit Open Software License 3.0;;;all,software;https://opensource.org/licenses/NOSL3.0;spdx;y
nrl;NRL License;;;all;http://web.mit.edu/network/isakmp/nrllicense.html;spdx;
ntp;NTP License;;;all,software;https://opensource.org/licenses/NTP;spdx;y
ntp-0;NTP No Attribution;;;all,software;https://github.com/tytso/e2fsprogs/blob/master/lib/et/et_name.c;spdx;
naumen;Naumen Public License;;;all,software;https://opensource.org/licenses/Naumen;spdx;y
net-snmp;Net-SNMP License;;;all;http://net-snmp.sourceforge.net/about/license.html;spdx;
netcdf;NetCDF license;;;all;http://www.unidata.ucar.edu/software/netcdf/copyright.html;spdx;
newsletr;Newsletr License;;;all;https://fedoraproject.org/wiki/Licensing/Newsletr;spdx;
nokia;Nokia Open Source License;;;all,software;https://opensource.org/licenses/nokia;spdx;y
noweb;Noweb License;;;all;https://fedoraproject.org/wiki/Licensing/Noweb;spdx;
o-uda-1.0;Open Use of Data Agreement v1.0;;;all;https://github.com/microsoft/Open-Use-of-Data-Agreement/blob/v1.0/O-UDA-1.0.md;spdx;
occt-pl;Open CASCADE Technology Public License;;;all;http://www.opencascade.com/content/occt-public-license;spdx;
oclc-2.0;OCLC Research Public License 2.0;;;all,software;http://www.oclc.org/research/activities/software/license/v2final.htm;spdx;y
odc-by-1.0;Open Data Commons Attribution License v1.0;;;all,data;https://opendatacommons.org/licenses/by/1.0/;spdx;
odbl-1.0;ODC Open Database License v1.0;;;all,data;http://www.opendatacommons.org/licenses/odbl/1.0/;spdx;
ofl-1.0;SIL Open Font License 1.0;;;all,software;http://scripts.sil.org/cms/scripts/page.php?item_id=OFL10_web;spdx;
ofl-1.0-rfn;SIL Open Font License 1.0 with Reserved Font Name;;;all,software;http://scripts.sil.org/cms/scripts/page.php?item_id=OFL10_web;spdx;
ofl-1.0-no-rfn;SIL Open Font License 1.0 with no Reserved Font Name;;;all,software;http://scripts.sil.org/cms/scripts/page.php?item_id=OFL10_web;spdx;
ofl-1.1;SIL Open Font License 1.1;;;all,software;http://scripts.sil.org/cms/scripts/page.php?item_id=OFL_web;spdx;y
ofl-1.1-rfn;SIL Open Font License 1.1 with Reserved Font Name;;;all,software;http://scripts.sil.org/cms/scripts/page.php?item_id=OFL_web;spdx;y
ofl-1.1-no-rfn;SIL Open Font License 1.1 with no Reserved Font Name;;;all,software;http://scripts.sil.org/cms/scripts/page.php?item_id=OFL_web;spdx;y
ogc-1.0;OGC Software License, Version 1.0;;;all,software;https://www.ogc.org/ogc/software/1.0;spdx;
ogl-canada-2.0;Open Government Licence - Canada;;;all,data;https://open.canada.ca/en/open-government-licence-canada;spdx;
ogl-uk-1.0;Open Government Licence v1.0;;;all,data,software;http://www.nationalarchives.gov.uk/doc/open-government-licence/version/1/;spdx;
ogl-uk-2.0;Open Government Licence v2.0;;;all,data,software;http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/;spdx;
ogl-uk-3.0;Open Government Licence v3.0;;;all,data,software;http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/;spdx;
ogtsl;Open Group Test Suite License;;;all,software;http://www.opengroup.org/testing/downloads/The_Open_Group_TSL.txt;spdx;y
oldap-1.1;Open LDAP Public License v1.1;;;all;"http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=806557a5ad59804ef3a44d5abfbe91d706b0791f";spdx;
oldap-1.2;Open LDAP Public License v1.2;;;all;"http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=42b0383c50c299977b5893ee695cf4e486fb0dc7";spdx;
oldap-1.3;Open LDAP Public License v1.3;;;all;"http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=e5f8117f0ce088d0bd7a8e18ddf37eaa40eb09b1";spdx;
oldap-1.4;Open LDAP Public License v1.4;;;all;"http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=c9f95c2f3f2ffb5e0ae55fe7388af75547660941";spdx;
oldap-2.0;Open LDAP Public License v2.0 (or possibly 2.0A and 2.0B);;;all;"http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=cbf50f4e1185a21abd4c0a54d3f4341fe28f36ea";spdx;
oldap-2.0.1;Open LDAP Public License v2.0.1;;;all;"http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=b6d68acd14e51ca3aab4428bf26522aa74873f0e";spdx;
oldap-2.1;Open LDAP Public License v2.1;;;all;"http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=b0d176738e96a0d3b9f85cb51e140a86f21be715";spdx;
oldap-2.2;Open LDAP Public License v2.2;;;all;"http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=470b0c18ec67621c85881b2733057fecf4a1acc3";spdx;
oldap-2.2.1;Open LDAP Public License v2.2.1;;;all;"http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=4bc786f34b50aa301be6f5600f58a980070f481e";spdx;
oldap-2.2.2;Open LDAP Public License 2.2.2;;;all;"http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=df2cc1e21eb7c160695f5b7cffd6296c151ba188";spdx;
oldap-2.3;Open LDAP Public License v2.3;;;all;"http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=d32cf54a32d581ab475d23c810b0a7fbaf8d63c3";spdx;
oldap-2.4;Open LDAP Public License v2.4;;;all;"http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=cd1284c4a91a8a380d904eee68d1583f989ed386";spdx;
oldap-2.5;Open LDAP Public License v2.5;;;all;"http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=6852b9d90022e8593c98205413380536b1b5a7cf";spdx;
oldap-2.6;Open LDAP Public License v2.6;;;all;"http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=1cae062821881f41b73012ba816434897abf4205";spdx;
oldap-2.7;Open LDAP Public License v2.7;;;all;"http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=47c2415c1df81556eeb39be6cad458ef87c534a2";spdx;
oldap-2.8;Open LDAP Public License v2.8;;;all;http://www.openldap.org/software/release/license.html;spdx;y
oml;Open Market License;;;all;https://fedoraproject.org/wiki/Licensing/Open_Market_License;spdx;
opl-1.0;Open Public License v1.0;;;all;http://old.koalateam.com/jackaroo/OPL_1_0.TXT;spdx;
oset-pl-2.1;OSET Public License version 2.1;;;all;http://www.osetfoundation.org/public-license;spdx;y
osl-1.0;Open Software License 1.0;;;all,software;https://opensource.org/licenses/OSL-1.0;spdx;y
osl-1.1;Open Software License 1.1;;;all,software;https://fedoraproject.org/wiki/Licensing/OSL1.1;spdx;
osl-2.0;Open Software License 2.0;;;all,software;http://web.archive.org/web/20041020171434/http://www.rosenlaw.com/osl2.0.html;spdx;y
osl-2.1;Open Software License 2.1;;;all,software;http://web.archive.org/web/20050212003940/http://www.rosenlaw.com/osl21.htm;spdx;y
osl-3.0;Open Software License 3.0;;;all,software;https://web.archive.org/web/20120101081418/http://rosenlaw.com:80/OSL3.0.htm;spdx;y
openssl;OpenSSL License;;;all;http://www.openssl.org/source/license.html;spdx;
pddl-1.0;ODC Public Domain Dedication & License 1.0;;;all,data;http://opendatacommons.org/licenses/pddl/1.0/;spdx;
php-3.0;PHP License v3.0;;;all,software;http://www.php.net/license/3_0.txt;spdx;y
php-3.01;PHP License v3.01;;;all,software;http://www.php.net/license/3_01.txt;spdx;y
psf-2.0;Python Software Foundation License 2.0;;;all,software;https://opensource.org/licenses/Python-2.0;spdx;
parity-6.0.0;The Parity Public License 6.0.0;;;all;https://paritylicense.com/versions/6.0.0.html;spdx;
parity-7.0.0;The Parity Public License 7.0.0;;;all;https://paritylicense.com/versions/7.0.0.html;spdx;
plexus;Plexus Classworlds License;;;all;https://fedoraproject.org/wiki/Licensing/Plexus_Classworlds_License;spdx;
polyform-noncommercial-1.0.0;PolyForm Noncommercial License 1.0.0;;;all;https://polyformproject.org/licenses/noncommercial/1.0.0;spdx;
polyform-small-business-1.0.0;PolyForm Small Business License 1.0.0;;;all;https://polyformproject.org/licenses/small-business/1.0.0;spdx;
postgresql;PostgreSQL License;;;all,software;http://www.postgresql.org/about/licence;spdx;y
python-2.0;Python License 2.0;;;all,software;https://opensource.org/licenses/Python-2.0;spdx;y
qpl-1.0;Q Public License 1.0;;;all,software;http://doc.qt.nokia.com/3.3/license.html;spdx;y
qhull;Qhull License;;;all;https://fedoraproject.org/wiki/Licensing/Qhull;spdx;
rhecos-1.1;Red Hat eCos Public License v1.1;;;all;http://ecos.sourceware.org/old-license.html;spdx;
rpl-1.1;Reciprocal Public License 1.1;;;all,software;https://opensource.org/licenses/RPL-1.1;spdx;y
rpl-1.5;Reciprocal Public License 1.5;;;all,software;https://opensource.org/licenses/RPL-1.5;spdx;y
rpsl-1.0;RealNetworks Public Source License v1.0;;;all,software;https://helixcommunity.org/content/rpsl;spdx;y
rsa-md;RSA Message-Digest License;;;all;http://www.faqs.org/rfcs/rfc1321.html;spdx;
rscpl;Ricoh Source Code Public License;;;all,software;http://wayback.archive.org/web/20060715140826/http://www.risource.org/RPL/RPL-1.0A.shtml;spdx;y
rdisc;Rdisc License;;;all;https://fedoraproject.org/wiki/Licensing/Rdisc_License;spdx;
ruby;Ruby License;;;all;http://www.ruby-lang.org/en/LICENSE.txt;spdx;
sax-pd;Sax Public Domain Notice;;;all;http://www.saxproject.org/copying.html;spdx;
scea;SCEA Shared Source License;;;all;http://research.scea.com/scea_shared_source_license.html;spdx;
sgi-b-1.0;SGI Free Software License B v1.0;;;all;http://oss.sgi.com/projects/FreeB/SGIFreeSWLicB.1.0.html;spdx;
sgi-b-1.1;SGI Free Software License B v1.1;;;all;http://oss.sgi.com/projects/FreeB/;spdx;
sgi-b-2.0;SGI Free Software License B v2.0;;;all;http://oss.sgi.com/projects/FreeB/SGIFreeSWLicB.2.0.pdf;spdx;
shl-0.5;Solderpad Hardware License v0.5;;;all;https://solderpad.org/licenses/SHL-0.5/;spdx;
shl-0.51;Solderpad Hardware License, Version 0.51;;;all;https://solderpad.org/licenses/SHL-0.51/;spdx;
sissl;Sun Industry Standards Source License v1.1;;;all,software;http://www.openoffice.org/licenses/sissl_license.html;spdx;y
sissl-1.2;Sun Industry Standards Source License v1.2;;;all,software;http://gridscheduler.sourceforge.net/Gridengine_SISSL_license.html;spdx;
smlnj;Standard ML of New Jersey License;;;all;https://www.smlnj.org/license.html;spdx;
smppl;Secure Messaging Protocol Public License;;;all;https://github.com/dcblake/SMP/blob/master/Documentation/License.txt;spdx;
snia;SNIA Public License 1.1;;;all;https://fedoraproject.org/wiki/Licensing/SNIA_Public_License;spdx;
spl-1.0;Sun Public License v1.0;;;all,software;https://opensource.org/licenses/SPL-1.0;spdx;y
ssh-openssh;SSH OpenSSH license;;;all;https://github.com/openssh/openssh-portable/blob/1b11ea7c58cd5c59838b5fa574cd456d6047b2d4/LICENCE#L10;spdx;
ssh-short;SSH short notice;;;all;https://github.com/openssh/openssh-portable/blob/1b11ea7c58cd5c59838b5fa574cd456d6047b2d4/pathnames.h;spdx;
sspl-1.0;Server Side Public License, v 1;;;all;https://www.mongodb.com/licensing/server-side-public-license;spdx;
swl;Scheme Widget Library (SWL) Software License Agreement;;;all;https://fedoraproject.org/wiki/Licensing/SWL;spdx;
saxpath;Saxpath License;;;all;https://fedoraproject.org/wiki/Licensing/Saxpath_License;spdx;
sendmail;Sendmail License;;;all;http://www.sendmail.com/pdfs/open_source/sendmail_license.pdf;spdx;
sendmail-8.23;Sendmail License 8.23;;;all;https://www.proofpoint.com/sites/default/files/sendmail-license.pdf;spdx;
simpl-2.0;Simple Public License 2.0;;;all,software;https://opensource.org/licenses/SimPL-2.0;spdx;y
sleepycat;Sleepycat License;;;all,software;https://opensource.org/licenses/Sleepycat;spdx;y
spencer-86;Spencer License 86;;;all;https://fedoraproject.org/wiki/Licensing/Henry_Spencer_Reg-Ex_Library_License;spdx;
spencer-94;Spencer License 94;;;all;https://fedoraproject.org/wiki/Licensing/Henry_Spencer_Reg-Ex_Library_License;spdx;
spencer-99;Spencer License 99;;;all;http://www.opensource.apple.com/source/tcl/tcl-5/tcl/generic/regfronts.c;spdx;
sugarcrm-1.1.3;SugarCRM Public License v1.1.3;;;all;http://www.sugarcrm.com/crm/SPL;spdx;
tapr-ohl-1.0;TAPR Open Hardware License v1.0;;;all;https://www.tapr.org/OHL;spdx;
tcl;TCL/TK License;;;all;http://www.tcl.tk/software/tcltk/license.html;spdx;
tcp-wrappers;TCP Wrappers License;;;all;http://rc.quest.com/topics/openssh/license.php#tcpwrappers;spdx;
tmate;TMate Open Source License;;;all;http://svnkit.com/license.html;spdx;
torque-1.1;TORQUE v2.5+ Software License v1.1;;;all;https://fedoraproject.org/wiki/Licensing/TORQUEv1.1;spdx;
tosl;Trusster Open Source License;;;all;https://fedoraproject.org/wiki/Licensing/TOSL;spdx;
tu-berlin-1.0;Technische Universitaet Berlin License 1.0;;;all;https://github.com/swh/ladspa/blob/7bf6f3799fdba70fda297c2d8fd9f526803d9680/gsm/COPYRIGHT;spdx;
tu-berlin-2.0;Technische Universitaet Berlin License 2.0;;;all;https://github.com/CorsixTH/deps/blob/fd339a9f526d1d9c9f01ccf39e438a015da50035/licences/libgsm.txt;spdx;
ucl-1.0;Upstream Compatibility License v1.0;;;all;https://opensource.org/licenses/UCL-1.0;spdx;y
upl-1.0;Universal Permissive License v1.0;;;all;https://opensource.org/licenses/UPL;spdx;y
unicode-dfs-2015;Unicode License Agreement - Data Files and Software (2015);;;all;https://web.archive.org/web/20151224134844/http://unicode.org/copyright.html;spdx;
unicode-dfs-2016;Unicode License Agreement - Data Files and Software (2016);;;all;http://www.unicode.org/copyright.html;spdx;y
unicode-tou;Unicode Terms of Use;;;all;http://www.unicode.org/copyright.html;spdx;
unlicense;The Unlicense;;;all;https://unlicense.org/;spdx;y
vostrom;VOSTROM Public License for Open Source;;;all;https://fedoraproject.org/wiki/Licensing/VOSTROM;spdx;
vsl-1.0;Vovida Software License v1.0;;;all,software;https://opensource.org/licenses/VSL-1.0;spdx;y
vim;Vim License;;;all;http://vimdoc.sourceforge.net/htmldoc/uganda.html;spdx;
w3c;W3C Software Notice and License (2002-12-31);;;all,software;http://www.w3.org/Consortium/Legal/2002/copyright-software-20021231.html;spdx;y
w3c-19980720;W3C Software Notice and License (1998-07-20);;;all,software;http://www.w3.org/Consortium/Legal/copyright-software-19980720.html;spdx;
w3c-20150513;W3C Software Notice and Document License (2015-05-13);;;all,software;https://www.w3.org/Consortium/Legal/2015/copyright-software-and-document;spdx;
wtfpl;Do What The F*ck You Want To Public License;;;all;http://www.wtfpl.net/about/;spdx;
watcom-1.0;Sybase Open Watcom Public License 1.0;;;all,software;https://opensource.org/licenses/Watcom-1.0;spdx;y
wsuipa;Wsuipa License;;;all;https://fedoraproject.org/wiki/Licensing/Wsuipa;spdx;
x11;X11 License;;;all;http://www.xfree86.org/3.3.6/COPYRIGHT2.html#3;spdx;
xfree86-1.1;XFree86 License 1.1;;;all;http://www.xfree86.org/current/LICENSE4.html;spdx;
xskat;XSkat License;;;all;https://fedoraproject.org/wiki/Licensing/XSkat_License;spdx;
xerox;Xerox License;;;all;https://fedoraproject.org/wiki/Licensing/Xerox;spdx;
xnet;X.Net License;;;all,software;https://opensource.org/licenses/Xnet;spdx;y
ypl-1.0;Yahoo! Public License v1.0;;;all;http://www.zimbra.com/license/yahoo_public_license_1.0.html;spdx;
ypl-1.1;Yahoo! Public License v1.1;;;all;http://www.zimbra.com/license/yahoo_public_license_1.1.html;spdx;
zpl-1.1;Zope Public License 1.1;;;all,software;http://old.zope.org/Resources/License/ZPL-1.1;spdx;
zpl-2.0;Zope Public License 2.0;;;all,software;http://old.zope.org/Resources/License/ZPL-2.0;spdx;y
zpl-2.1;Zope Public License 2.1;;;all,software;http://old.zope.org/Resources/ZPL/;spdx;
zed;Zed License;;;all;https://fedoraproject.org/wiki/Licensing/Zed;spdx;
zend-2.0;Zend License v2.0;;;all;https://web.archive.org/web/20130517195954/http://www.zend.com/license/2_00.txt;spdx;
zimbra-1.3;Zimbra Public License v1.3;;;all;http://web.archive.org/web/20100302225219/http://www.zimbra.com/license/zimbra-public-license-1-3.html;spdx;
zimbra-1.4;Zimbra Public License v1.4;;;all;http://www.zimbra.com/legal/zimbra-public-license-1-4;spdx;
zlib;zlib License;;;all,software;http://www.zlib.net/zlib_license.html;spdx;y
blessing;SQLite Blessing;;;all;https://www.sqlite.org/src/artifact/e33a4df7e32d742a?ln=4-9;spdx;
bzip2-1.0.5;bzip2 and libbzip2 License v1.0.5;;;all;https://sourceware.org/bzip2/1.0.5/bzip2-manual-1.0.5.html;spdx;
bzip2-1.0.6;bzip2 and libbzip2 License v1.0.6;;;all;"https://sourceware.org/git/?p=bzip2.git;a=blob;f=LICENSE;hb=bzip2-1.0.6";spdx;
copyleft-next-0.3.0;copyleft-next 0.3.0;;;all;https://github.com/copyleft-next/copyleft-next/blob/master/Releases/copyleft-next-0.3.0;spdx;
copyleft-next-0.3.1;copyleft-next 0.3.1;;;all;https://github.com/copyleft-next/copyleft-next/blob/master/Releases/copyleft-next-0.3.1;spdx;
curl;curl License;;;all;https://github.com/bagder/curl/blob/master/COPYING;spdx;
diffmark;diffmark license;;;all;https://fedoraproject.org/wiki/Licensing/diffmark;spdx;
dvipdfm;dvipdfm License;;;all;https://fedoraproject.org/wiki/Licensing/dvipdfm;spdx;
egenix;eGenix.com Public License 1.1.0;;;all;http://www.egenix.com/products/eGenix.com-Public-License-1.1.0.pdf;spdx;
etalab-2.0;Etalab Open License 2.0;;;all,data;https://github.com/DISIC/politique-de-contribution-open-source/blob/master/LICENSE.pdf;spdx;
gsoap-1.3b;gSOAP Public License v1.3b;;;all;http://www.cs.fsu.edu/~engelen/license.html;spdx;
gnuplot;gnuplot License;;;all;https://fedoraproject.org/wiki/Licensing/Gnuplot;spdx;
imatix;iMatix Standard Function Library Agreement;;;all;http://legacy.imatix.com/html/sfl/sfl4.htm#license;spdx;
libpng-2.0;PNG Reference Library version 2;;;all,software;http://www.libpng.org/pub/png/src/libpng-LICENSE.txt;spdx;
libselinux-1.0;libselinux public domain notice;;;all;https://github.com/SELinuxProject/selinux/blob/master/libselinux/LICENSE;spdx;
libtiff;libtiff License;;;all;https://fedoraproject.org/wiki/Licensing/libtiff;spdx;
mpich2;mpich2 License;;;all;https://fedoraproject.org/wiki/Licensing/MIT;spdx;
psfrag;psfrag License;;;all;https://fedoraproject.org/wiki/Licensing/psfrag;spdx;
psutils;psutils License;;;all;https://fedoraproject.org/wiki/Licensing/psutils;spdx;
xinetd;xinetd License;;;all;https://fedoraproject.org/wiki/Licensing/Xinetd_License;spdx;
xpp;XPP License;;;all;https://fedoraproject.org/wiki/Licensing/xpp;spdx;
zlib-acknowledgement;zlib/libpng License with Acknowledgement;;;all,software;https://fedoraproject.org/wiki/Licensing/ZlibWithAcknowledgement;spdx;

against-drm;Against DRM;;;all;http://www.opendefinition.org/licenses/against-drm;;False
dsl;Design Science License;;;all;http://www.opendefinition.org/licenses/dsl;;False
eurofound;Eurofound license;;;all; http://www.eurofound.europa.eu/legal-and-data-protection-notices ;;False
geogratis;Geogratis Licence Agreement;;;all;http://geogratis.cgdi.gc.ca/geogratis/en/licence.jsp;;False
hesa-withrights;Higher Education Statistics Agency Copyright with data.gov.uk rights;;;all;;;False
user-jsim;JSIM Software License;;;all;http://www.physiome.org/jsim/download/license.html;;False
jabber-osl;Jabber Open Source License;;;all;;;True
notspecified;License Not Specified;;;all;;;False
localauth-withrights;Local Authority Copyright with data.gov.uk rights;;;all;;;False
lucent-plan9;Lucent Public License (Plan9);;;all;;;True
mitre;MITRE Collaborative Virtual Workspace License (CVW License);;;all;;;True
met-office-cp;Met Office UK Climate Projections Licence Agreement;;;all;http://www.metoffice.gov.uk/climatechange/science/monitoring/ukcp09/UKCIP08_license_agreement_130709.pdf;;False
geo-no-fee-unrestricted;No Fee Unrestricted Use License Agreement For Government Geographic Data (Canada);;;all;http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1226945498401&lang=eng;;False
other-at;Other (Attribution);;;all;;;False
other-nc;Other (Non-Commercial);;;all;;;False
other-closed;Other (Not Open);;;all;;;False
other-open;Other (Open);;;all;;;False
other-pd;Other (Public Domain);;;all;;;False
qtpl;Qt Public License (QPL);;;all;http://www.opensource.org/licenses/qtpl.php;;True
dli-model-use;Statistics Canada: Data Liberation Initiative (DLI) - Model Data Use Licence;;;all;;;False
ukclickusepsi;UK Click Use PSI;;;all;;;False
ukcrown-withrights;UK Crown Copyright with data.gov.uk rights;;;all;;;False
ukcrown;UK Crown Copyright;;;all;;;False
